CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro (2)/anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc,,,,
Tempe,1250 E Apache Blvd,AZ,USA,2017-02-11,,200,200,200,220,180,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,1,1,http://www.azcentral.com/story/news/local/arizona/2017/02/11/planned-parenthood-rallies-protest-phoenix-tempe/97765664/,,http://www.fox10phoenix.com/news/arizona-news/235229583-story,,,,,
Tempe,1250 E Apache Blvd,AZ,USA,2017-02-11,,200,200,200,220,180,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,0,1,http://www.azcentral.com/story/news/local/arizona/2017/02/11/planned-parenthood-rallies-protest-phoenix-tempe/97765664/,,http://www.fox10phoenix.com/news/arizona-news/235229583-story,,,,,
Bakersfield,2633 16th St.,CA,USA,2017-02-11,,12,12,12,13.2,10.8,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,1,1,http://bakersfieldnow.com/news/local/local-demonstrators-protest-planned-parenthood,,,,,,,
Encinitas,Moonlight State Beach,CA,USA,2017-02-11,,2000,2500,3000,2200,2700,general protesters,Supporting Planned Parenthood,1,march,0,0,0,0,1,1,http://www.sandiegouniontribune.com/news/politics/sd-fi-planned-parenthood-20170210-story.html,,,,,,,
Fresno,Planned Parenthood,CA,USA,2017-02-11,,,,,,,general protesters,Defunding Planned Parenthood,2,rally,0,0,0,0,1,1,http://www.fresnobee.com/news/local/article132231354.html,,,,,,,
Fresno,Planned Parenthood,CA,USA,2017-02-11,,,,,,,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,0,1,http://www.fresnobee.com/news/local/article132231354.html,,,,,,,
Long Beach,2690 Pacific Ave.,CA,USA,2017-02-11,,20,20,20,22,18,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,1,1,http://www.ocregister.com/articles/planned-743803-parenthood-orange.html,,,,,,,
Los Angeles,Black Cat Tavern,CA,USA,2017-02-11,,200,200,200,220,180,general protesters,LGBTQ rights,1,protest,0,0,0,0,1,1,http://abc7.com/society/lgbt-members-commemorate-1960s-black-cat-protest-in-silver-lake/1750888/,,,,,,,
Orange,700 S. Tustin St.,CA,USA,2017-02-11,,200,350,500,220,450,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,1,1,http://www.ocregister.com/articles/planned-743803-parenthood-orange.html,http://www.reuters.com/article/us-usa-abortion-idUSKBN15Q0AS?feedType=RSS,,,,,,
Pasadena,Lake Avenue Gold Line Station,CA,USA,2017-02-11,,200,200,200,220,180,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,1,1,http://www.ocregister.com/articles/planned-743803-parenthood-orange.html,,,,,,,
Pasadena,1045 N. Lake Ave,CA,USA,2017-02-11,,40,40,40,44,36,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,0,1,http://www.ocregister.com/articles/planned-743803-parenthood-orange.html,,,,,,,
Redwood City,2907 El Camino Real,CA,USA,2017-02-11,,200,200,200,220,180,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,1,1,http://www.sfgate.com/bayarea/article/Protests-at-Planned-Parenthood-clinics-met-with-10925933.php,,,,,,,
Redwood City,2907 El Camino Real,CA,USA,2017-02-11,,30,30,30,33,27,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,0,1,http://www.sfgate.com/bayarea/article/Protests-at-Planned-Parenthood-clinics-met-with-10925933.php,,,,,,,
Sacramento,201 29th St.,CA,USA,2017-02-11,,15,15,15,16.5,13.5,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,1,1,http://www.sacbee.com/news/local/article132201304.html,,,,,,,
Sacramento,201 29th St.,CA,USA,2017-02-11,,200,200,200,220,180,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,0,1,http://www.sacbee.com/news/local/article132201304.html,,,,,,,
Sacramento,1125 10th St.,CA,USA,2017-02-11,,5,5,5,5.5,4.5,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,0,1,http://www.sacbee.com/news/local/article132201304.html,,,,,,,
Sacramento,1125 10th St.,CA,USA,2017-02-11,,60,60,60,66,54,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,0,1,http://www.sacbee.com/news/local/article132201304.html,,,,,,,
San Francisco,1650 Valencia St.,CA,USA,2017-02-11,,200,250,300,220,270,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,1,1,https://ww2.kqed.org/news/2017/02/11/anti-planned-parenthood-rally-overshadowed-by-counter-protest-in-san-francisco/,http://www.sfgate.com/bayarea/article/Protests-at-Planned-Parenthood-clinics-met-with-10925933.php,,,,,,
San Francisco,1650 Valencia St.,CA,USA,2017-02-11,,40,45,50,44,45,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,0,1,https://ww2.kqed.org/news/2017/02/11/anti-planned-parenthood-rally-overshadowed-by-counter-protest-in-san-francisco/,http://www.sfgate.com/bayarea/article/Protests-at-Planned-Parenthood-clinics-met-with-10925933.php,,,,,,
San Francisco,Ocean Beach,CA,USA,2017-02-11,,1000,2500,4000,1100,3600,general protesters,anti-Trump,1,protest,0,0,0,0,0,1,http://www.nbcbayarea.com/news/local/Anti-Donald-Trump-Protesters-Spell-Resist-on-Sand-at-Ocean-Beach-413499463.html,http://richmondsfblog.com/2017/02/11/thousands-come-to-ocean-beach-to-spell-out-resist/,,,,,,
San Jose,1100 Lenzen Ave,CA,USA,2017-02-11,,4000,4000,4000,4400,3600,STAND San Jose,Supporting Planned Parenthood,1,protest,0,0,0,0,0,1,http://www.mercurynews.com/2017/02/11/san-jose-thousands-rally-to-support-planned-parenthood-womens-rights/,,,,,,,
San Jose,1100 Lenzen Ave,CA,USA,2017-02-11,,12,12,12,13.2,10.8,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,1,1,http://www.mercurynews.com/2017/02/11/san-jose-thousands-rally-to-support-planned-parenthood-womens-rights/,,,,,,,
San Luis Obispo,Emerson Park,CA,USA,2017-02-11,,750,775,800,825,720,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,1,1,http://www.sanluisobispo.com/news/local/article132223694.html,,,,,,,
San Luis Obispo,"Planned Parenthood, Pismo Street",CA,USA,2017-02-11,,110,110,110,121,99,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,0,1,http://www.sanluisobispo.com/news/local/article132223694.html,,,,,,,
Denver,7155 E. 38th St.,CO,USA,2017-02-11,,100,150,200,110,180,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,1,1,http://www.denverpost.com/2017/02/11/planned-parenthood-funding-supporters-objectors-demonstrate-denver/,http://denver.cbslocal.com/2017/02/11/about-200-protest-abortion-outside-denver-planned-parenthood/,,,,,,
Denver,Skyline Park,CO,USA,2017-02-11,,1000,1500,2000,1100,1800,general protesters,In support of Planed Parenthood,1,protest,0,0,0,0,0,1,http://www.denverpost.com/2017/02/11/planned-parenthood-funding-supporters-objectors-demonstrate-denver/,countlove,,,,,,
Denver,1700 Lincoln St.,CO,USA,2017-02-11,,300,300,300,330,270,American Indian Movement,Against Dakota Access Pipeline,1,march,0,0,0,0,0,1,http://www.thedenverchannel.com/news/front-range/denver/over-300-protest-wells-fargo-over-pipeline-in-denver,,,,,,,
Wethersfield,Town Hall,CT,USA,2017-02-11,,,,,,,Project Resistance',pro-equality; pro-immigrants; pro-environment,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1018446748287027/,,,,,,,
Washington,White House,DC,USA,2017-02-11,,200,200,200,220,180,general protesters,Against deportation of undocumented immigrants,1,protest,0,0,0,0,0,1,http://thehill.com/homenews/news/319096-protesters-gather-outside-wh-to-protest-immigration-enforcement,,,,,,,
Washington,Supreme Court,DC,USA,2017-02-11,,50,50,50,55,45,general protesters,Defunding Planned Parenthood,2,march,0,0,0,0,1,1,http://www.reuters.com/article/us-usa-abortion-idUSKBN15Q0AS?feedType=RSS,,,,,,,
Boca Raton,8177 Glades Rd.,FL,USA,2017-02-11,,160,160,160,176,144,Palm Beach County Right to Life League,Defunding Planned Parenthood,2,protest,0,0,0,0,1,1,http://www.palmbeachpost.com/news/local-govt--politics/local-pro-trump-pro-life-supporters-find-hope-with-political-changes/OQzR9UuXBoYgwdRL4PzFFO/,,,,,,,
Pembroke Pines,263 N. University Dr.,FL,USA,2017-02-11,,200,200,200,220,180,Broward County Right to Life,Defunding Planned Parenthood,2,protest,0,0,0,0,1,1,http://www.sun-sentinel.com/local/palm-beach/fl-sb-planned-parenthood-protest-20170211-story.html,,,,,,,
St. Petersburg,33 6th St. S,FL,USA,2017-02-11,,30,30,30,33,27,general protesters,Defunding of Planned Parenthood,2,protest,0,0,0,0,1,1,http://www.tampabay.com/news/tampa-bay-planned-parenthood-protests-attract-hundreds-on-both-sides-of/2312937,,,,,,,
St. Petersburg,33 6th St. S,FL,USA,2017-02-11,,150,150,150,165,135,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,0,1,http://www.tampabay.com/news/tampa-bay-planned-parenthood-protests-attract-hundreds-on-both-sides-of/2312937,,,,,,,
Tallahassee,,FL,USA,2017-02-11,,24,24,24,26.4,21.6,general protesters,Defunding of Planned Parenthood,2,protest,0,0,0,0,1,1,http://www.tallahassee.com/picture-gallery/news/local/2017/02/11/photos-anti-abortion-protest-at-planned-parenthood/97789114/,,,,,,,
Tampa,8068 N 56th St.,FL,USA,2017-02-11,,120,120,120,132,108,general protesters,Defunding of Planned Parenthood,2,protest,0,0,0,0,1,1,http://www.tampabay.com/news/tampa-bay-planned-parenthood-protests-attract-hundreds-on-both-sides-of/2312937,,,,,,,
Tampa,8068 N 56th St.,FL,USA,2017-02-11,,150,150,150,165,135,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,0,1,http://www.tampabay.com/news/tampa-bay-planned-parenthood-protests-attract-hundreds-on-both-sides-of/2312937,,,,,,,
Lawrenceville,798 Lawrenceville-Suwanee Road,GA,USA,2017-02-11,,75,112.5,150,82.5,135,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,1,1,http://www.11alive.com/news/politics/planned-parenthood-protest-draws-supporters-detractors/407011294,,,,,,,
Lawrenceville,798 Lawrenceville-Suwanee Road,GA,USA,2017-02-11,,20,25,30,22,27,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,0,1,http://www.11alive.com/news/politics/planned-parenthood-protest-draws-supporters-detractors/407011294,,,,,,,
Marietta,220 Cobb Pkwy,GA,USA,2017-02-11,,100,100,100,110,90,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,1,1,http://www.reuters.com/article/us-usa-abortion-idUSKBN15Q0AS?feedType=RSS,,,,,,,
Marietta,220 Cobb Pkwy,GA,USA,2017-02-11,,50,50,50,55,45,general protesters,In support of Planed Parenthood,1,protest,0,0,0,0,0,1,http://www.reuters.com/article/us-usa-abortion-idUSKBN15Q0AS?feedType=RSS,,,,,,,
Council Bluffs,,IA,USA,2017-02-11,,24,24,24,26.4,21.6,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,1,1,http://www.chicagotribune.com/news/nationworld/ct-planned-parenthood-protests-20170211-story.html,,,,,,,
Aurora,,IL,USA,2017-02-11,,300,300,300,330,270,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,1,1,http://www.reuters.com/article/us-usa-abortion-idUSKBN15Q0AS?feedType=RSS,,,,,,,
Bloomington,1319 N Veterans Pkwy,IL,USA,2017-02-11,,1000,1000,1000,1100,900,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,1,1,http://www.centralillinoisproud.com/news/local-news/anti-abortion-rights-protests-target-planned-parenthood-are-met-by-counterprotests/654950455,,,,,,,
Chicago,,IL,USA,2017-02-11,,,,,,,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,1,1,http://abc7chicago.com/news/dozens-protest-outside-a-chicago-planned-parenthood-clinic/1750206/,,,,,,,
Peoria,2709 N Knoxville Ave,IL,USA,2017-02-11,,250,250,250,275,225,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,1,1,https://twitter.com/TJOpp63/status/635116537746092032,,,,,,,
Peoria,2709 N Knoxville Ave,IL,USA,2017-02-11,,2500,2500,2500,2750,2250,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,0,1,http://www.centralillinoisproud.com/news/local-news/anti-abortion-rights-protests-target-planned-parenthood-are-met-by-counterprotests/654950455,,,,,,,
Bloomington,Planned Parenthood,IN,USA,2017-02-11,,1500,1500,1500,1650,1350,general protesters,Supoorting Planned Parenthood,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/398927457124022/,,,,,,,
Fort Wayne,3914 W. Jefferson Blvd.,IN,USA,2017-02-11,,100,100,100,110,90,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,1,1,,,,,,,,
Fort Wayne,3914 W. Jefferson Blvd.,IN,USA,2017-02-11,,100,100,100,110,90,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,0,1,,,,,,,,
Lexington,268 Southland Dr.,KY,USA,2017-02-11,,20,20,20,22,18,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,1,1,http://www.kentucky.com/news/local/counties/fayette-county/article132177884.html,,,,,,,
Lexington,268 Southland Dr.,KY,USA,2017-02-11,,6,6,6,6.6,5.4,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,0,1,http://www.kentucky.com/news/local/counties/fayette-county/article132177884.html,,,,,,,
Springfield,City Hall,MA,USA,2017-02-11,,,,,,,general protestoers,Supporting Planned Parenthood,1,rally,0,0,0,0,1,1,http://dailycollegian.com/2017/02/13/activists-students-and-community-members-gather-for-reproductive-justice-rally/,,,,,,,
Frederick,Planned Parenthood,MD,USA,2017-02-11,,200,200,200,220,180,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,0,1,https://www.fredericknewspost.com/news/politics_and_government/health_and_welfare/abortion-access-and-funding-focus-of-opposing-rallies-in-frederick/article_1b15210b-36bd-5513-b4c9-7e302db3e1b8.html,,,,,,,
Frederick,Planned Parenthood,MD,USA,2017-02-11,,50,50,50,55,45,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,1,1,https://www.fredericknewspost.com/news/politics_and_government/health_and_welfare/abortion-access-and-funding-focus-of-opposing-rallies-in-frederick/article_1b15210b-36bd-5513-b4c9-7e302db3e1b8.html,,,,,,,
Portland,City Hall,ME,USA,2017-02-11,,150,250,350,165,315,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,1,1,http://komonews.com/news/local/anti-abortion-activists-counter-protesters-rallies-in-seattle-and-around-us,http://www.pressherald.com/2017/02/11/rallies-for-and-against-planned-parenthood-taking-place-in-portland/,,,,,,
Portland,City Hall,ME,USA,2017-02-11,,27,27,27,29.7,24.3,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,0,1,http://www.pressherald.com/2017/02/11/rallies-for-and-against-planned-parenthood-taking-place-in-portland/,,,,,,,
Waterville,TD Bank,ME,USA,2017-02-11,,15,17.5,20,16.5,18,general protesters,Against Dakota Access Pipeline,1,protest,0,0,0,0,1,1,http://www.pressherald.com/2017/02/11/colby-college-students-press-td-bank-over-support-for-pipeline/,,http://colbyechonews.com/td-bank-must-divest-dapl/,,,,,
Ann Arbor,2370 W. Stadium Blvd.,MI,USA,2017-02-11,,30,30,30,33,27,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,1,1,http://www.mlive.com/news/ann-arbor/index.ssf/2017/02/protests_at_planned_parenthood.html,,,,,,,
Ann Arbor,2370 W. Stadium Blvd.,MI,USA,2017-02-11,,300,300,300,330,270,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,0,1,http://www.mlive.com/news/ann-arbor/index.ssf/2017/02/protests_at_planned_parenthood.html,,,,,,,
Detroit,4229 Cass Ave.,MI,USA,2017-02-11,,300,650,1000,330,900,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,1,1,http://www.freep.com/story/news/local/michigan/detroit/2017/02/11/leggo-my-eggo-planned-parenthood-foes-draw-fire/97788578/,http://www.detroitnews.com/story/news/local/detroit-city/2017/02/11/dueling-protest-draws-fans-foes-planned-parenthood/97789686/,,,,,,
Detroit,4229 Cass Ave.,MI,USA,2017-02-11,,100,100,100,110,90,Citizens for a Pro-Life Society,Defunding Planned Parenthood,2,protest,0,0,0,0,0,1,http://www.detroitnews.com/story/news/local/detroit-city/2017/02/11/dueling-protest-draws-fans-foes-planned-parenthood/97789686/,,http://www.freep.com/story/news/local/michigan/detroit/2017/02/11/leggo-my-eggo-planned-parenthood-foes-draw-fire/97788578/,,,,,
Ferndale,23338 Woodward Ave,MI,USA,2017-02-11,,,,,,,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,1,1,http://detroit.cbslocal.com/2017/02/11/protest-draws-foes-fans-to-planned-parenthood-in-detroit-video/,,,,,,,
Ferndale,23338 Woodward Ave,MI,USA,2017-02-11,,,,,,,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,0,1,http://detroit.cbslocal.com/2017/02/11/protest-draws-foes-fans-to-planned-parenthood-in-detroit-video/,,,,,,,
Grand Rapids,425 Cherry St. SE,MI,USA,2017-02-11,,200,250,300,220,270,Grand Rapids Right to Life,Defunding Planned Parenthood,2,protest,0,0,0,0,1,1,http://www.mlive.com/news/grand-rapids/index.ssf/2017/02/police_stand_by_as_supporters.html,http://www.wzzm13.com/news/local/grand-rapids-central/hundreds-show-for-gr-planned-parenthood-protest-and-counter-protest/407043665,http://woodtv.com/2017/02/11/thousands-demonstrate-outside-planned-parenthoods-nationwide/,,,,,
Grand Rapids,425 Cherry St. SE,MI,USA,2017-02-11,,700,750,800,770,720,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,0,1,http://www.mlive.com/news/grand-rapids/index.ssf/2017/02/police_stand_by_as_supporters.html,http://www.wzzm13.com/news/local/grand-rapids-central/hundreds-show-for-gr-planned-parenthood-protest-and-counter-protest/407043665,http://woodtv.com/2017/02/11/thousands-demonstrate-outside-planned-parenthoods-nationwide/,,,,,
Jackson,2009 W Michigan Ave,MI,USA,2017-02-11,,70,70,70,77,63,general protesters,defunding Planned Parenthood,2,protest,0,0,0,0,1,1,http://www.mlive.com/news/jackson/index.ssf/2017/02/opposing_intentional_destructi.html,,,,,,,
Jackson,2009 W Michigan Ave,MI,USA,2017-02-11,,65,70,75,71.5,67.5,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,0,1,http://www.mlive.com/news/jackson/index.ssf/2017/02/opposing_intentional_destructi.html,,,,,,,
Kalamazoo,4201 W. Michigan Ave.,MI,USA,2017-02-11,,200,200,200,220,180,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,1,1,http://wwmt.com/news/local/thousands-protest-around-planned-parenthood-in-kalamazoo,,,,,,,
Kalamazoo,4201 W. Michigan Ave.,MI,USA,2017-02-11,,300,300,300,330,270,ProKzoo,Defunding Planned Parenthood,2,protest,0,0,0,0,0,1,http://fox17online.com/2017/02/11/rallies-planned-saturday-against-planned-parenthood-part-of-nationwide-call-for-change/,,,,,,,
Livonia,37625 Ann Arbor Rd.,MI,USA,2017-02-11,,,,,,,Citizens for a Pro-Life Society,Defunding Planned Parenthood,2,protest,0,0,0,0,1,1,http://www.hometownlife.com/story/news/local/livonia/2017/02/11/protesters-flock-livonia-planned-parenthood/97742060/,,,,,,,
